date,January,February,March,April,May,June,July,August,September,October,November,December
1973,45.8,49.1,62.2,63.1,71.9,79.3,82.3,79.3,77.7,70.8,63.5,49.8
1974,54.6,52.9,64.1,65.9,75.3,77.2,81.1,80.1,73.4,65.5,57.3,50.8
1975,53.5,53.9,58.0,64.8,74.4,78.9,80.8,80.6,73.4,67.3,58.1,49.3
1976,46.9,57.7,61.2,66.9,69.6,76.9,80.2,79.8,75.5,60.1,49.9,47.3
1977,39.3,51.0,60.5,66.8,75.0,81.4,82.8,81.1,79.3,66.0,59.4,50.0
1978,39.8,42.2,55.2,67.1,74.5,80.1,83.0,81.7,78.1,66.3,62.2,50.8
1979,41.2,47.8,59.2,67.3,71.6,78.8,81.6,81.1,75.0,68.1,53.8,49.0
1980,51.1,48.2,57.0,63.8,73.7,81.1,84.7,83.4,81.3,63.8,54.8,49.7
1981,44.9,50.6,57.3,71.0,71.0,81.2,83.2,81.9,75.2,67.0,60.1,49.2
1982,49.3,49.5,61.7,65.0,74.2,80.0,82.2,82.0,75.3,66.6,58.9,55.4
1983,46.7,50.6,55.7,61.2,71.6,77.1,82.3,82.6,75.0,67.5,58.1,44.0
1984,43.5,52.4,58.7,65.9,73.0,78.7,80.4,80.3,75.1,71.2,56.5,60.1
1985,42.6,48.4,63.2,68.2,73.8,80.0,81.1,82.0,76.3,69.9,63.9,46.9
1986,49.3,56.5,59.1,67.1,74.3,80.3,83.1,80.8,79.9,67.3,60.9,49.1
1987,46.6,53.4,57.2,64.0,75.6,79.0,81.5,83.3,76.1,62.9,58.3,54.0
1988,44.5,50.6,58.0,66.3,71.8,78.6,81.4,81.7,77.4,64.9,60.9,51.5
1989,54.9,50.2,58.9,65.3,74.2,77.9,80.3,80.5,75.0,66.4,59.8,42.0
1990,53.8,58.0,60.6,65.7,73.6,81.7,81.2,82.0,78.7,65.3,60.1,53.0
1991,47.7,54.2,60.7,69.2,75.5,80.0,82.0,80.6,75.8,69.0,53.5,54.8
1992,48.2,55.8,60.1,65.1,71.5,78.7,81.8,78.2,76.4,66.9,54.3,52.9
1993,50.8,51.8,56.2,61.9,71.1,79.8,82.8,83.6,77.9,66.5,54.4,50.5
1994,47.0,53.0,59.1,67.3,72.0,80.3,80.6,79.9,75.4,67.7,62.1,53.1
1995,50.4,53.5,60.6,66.2,75.0,78.4,82.5,83.8,77.3,67.0,56.1,50.5
1996,49.0,52.9,54.4,64.2,76.6,79.0,82.1,80.1,75.7,67.0,58.8,54.1
1997,49.2,53.7,63.6,62.0,72.2,78.5,82.9,81.2,78.3,67.1,54.8,49.0
1998,53.3,53.2,57.8,64.4,76.8,83.4,85.4,83.8,80.6,70.0,61.4,53.6
1999,54.1,57.8,58.4,70.6,73.6,79.8,82.1,84.8,75.8,66.7,59.6,50.9
2000,52.6,57.7,63.6,64.9,76.6,79.8,83.2,84.3,77.7,67.5,55.3,43.7
2001,45.6,56.6,55.3,69.9,74.3,78.3,82.4,81.4,75.4,64.4,61.9,54.4
2002,51.4,49.3,58.1,69.6,73.9,79.0,82.3,81.6,78.6,69.4,55.7,50.8
2003,45.6,50.7,58.6,66.7,76.4,79.6,81.3,82.5,76.0,67.8,61.9,49.4
2004,50.2,49.1,63.2,65.9,73.9,79.2,81.4,79.6,77.8,73.9,61.8,49.7
2005,53.9,55.3,57.8,65.6,72.6,80.2,82.5,83.5,81.3,67.2,61.0,49.2
2006,55.4,50.9,61.8,71.0,74.2,80.1,82.2,83.7,75.9,68.0,58.0,52.1
2007,49.6,50.6,63.4,63.9,73.9,80.1,80.2,84.1,78.6,69.1,59.7,55.4
2008,48.4,55.2,60.0,66.5,73.8,81.2,82.9,81.1,75.4,65.9,56.8,52.5
2009,50.5,55.6,60.4,65.5,74.3,81.6,82.6,81.2,77.4,66.7,58.3,48.1
2010,45.6,44.8,55.1,67.6,77.3,83.5,83.4,85.0,79.8,68.3,59.0,48.1
2011,46.9,52.5,62.0,70.4,73.7,83.8,84.1,86.7,76.0,65.5,59.7,51.3
2012,55.2,56.1,67.4,69.4,76.3,80.7,82.3,82.0,77.4,65.8,57.0,55.0
2013,52.5,54.2,55.3,64.6,71.7,80.9,80.7,82.0,79.9,68.6,55.0,49.6
2014,43.4,50.2,55.0,65.5,71.8,79.8,80.0,81.3,78.1,69.0,53.1,53.7
2015,47.2,47.5,60.5,69.8,74.8,80.5,84.2,82.6,78.5,69.7,62.7,59.1
2016,48.8,55.1,63.8,68.2,73.3,80.9,83.7,82.4,80.2,71.4,62.4,54.7
2017,56.8,61.7,64.4,69.4,71.8,78.5,82.4,81.0,77.0,69.2,61.6,50.8
2018,44.2,60.5,62.2,62.7,77.8,82.1,83.5,82.0,80.2,70.7,54.8,52.6
2019,49.9,57.6,58.2,65.2,76.0,80.2,81.8,83.5,82.2,69.1,54.7,54.1
2020,53.7,54.0,67.3,66.6,73.0,79.7,82.8,82.2,77.6,68.2,61.9,50.9
2021,50.6,47.8,62.3,65.0,72.3,80.4,81.8,82.7,76.9,71.6,56.5,62.6
