,date,January,February,March,April,May,June,July,August,September,October,November,December,State
40,1990,24.1,20.4,33.3,45.5,51.8,64.9,67.8,66.7,60.3,45.1,36.9,17.7,Wisconsin
41,1991,10.6,22.1,32.0,46.7,59.6,68.2,68.4,68.1,56.4,45.4,26.3,20.8,Wisconsin
42,1992,20.3,25.4,30.1,40.4,56.2,61.6,63.3,62.7,56.4,45.2,30.5,20.7,Wisconsin
43,1993,15.1,16.8,28.4,39.8,54.8,61.5,67.9,67.9,52.5,44.1,30.2,21.6,Wisconsin
44,1994,3.9,11.7,31.6,43.3,55.4,66.5,67.0,64.0,61.1,49.4,36.5,25.3,Wisconsin
45,1995,16.8,17.8,32.3,38.4,53.8,68.5,70.0,71.8,56.4,47.3,24.4,16.2,Wisconsin
46,1996,10.1,15.8,23.1,38.8,51.5,64.4,65.7,67.1,58.8,46.7,25.8,17.9,Wisconsin
47,1997,11.6,20.7,28.9,41.1,49.3,66.0,67.7,63.6,59.4,47.5,29.7,26.2,Wisconsin
48,1998,20.3,31.6,31.3,47.0,60.9,63.5,69.4,68.9,63.1,49.0,37.2,25.4,Wisconsin
49,1999,12.0,26.6,31.8,46.6,58.0,65.4,72.4,65.9,57.8,45.7,39.6,22.7,Wisconsin
50,2000,15.1,25.3,38.4,42.9,57.1,62.8,67.6,67.6,58.1,50.5,32.4,8.6,Wisconsin
51,2001,19.1,14.8,28.0,46.8,57.0,64.4,70.0,69.7,57.3,46.1,43.2,27.5,Wisconsin
52,2002,24.0,26.7,24.8,42.9,50.8,66.4,72.7,67.4,61.6,42.1,31.4,24.2,Wisconsin
53,2003,13.7,13.7,29.1,42.6,53.8,63.1,68.4,70.1,59.4,46.8,32.9,24.8,Wisconsin
54,2004,10.7,20.8,33.6,44.6,53.1,62.0,66.8,62.2,63.1,48.2,36.7,20.4,Wisconsin
55,2005,14.2,24.8,27.4,47.7,52.7,69.4,70.7,68.2,63.3,49.6,34.5,18.3,Wisconsin
56,2006,27.7,18.4,31.6,49.0,56.5,65.1,72.8,68.0,56.4,42.8,36.4,27.2,Wisconsin
57,2007,20.3,11.7,34.6,42.8,59.1,66.9,69.5,68.4,61.1,52.6,32.8,17.1,Wisconsin
58,2008,14.7,13.2,25.4,42.9,52.0,64.4,69.0,66.5,60.5,46.7,33.3,12.7,Wisconsin
59,2009,6.1,20.4,30.1,43.0,55.1,63.6,63.7,64.8,61.4,42.2,40.0,18.2,Wisconsin
60,2010,15.1,20.0,37.4,50.0,57.6,65.1,71.4,70.8,56.9,49.5,34.9,16.9,Wisconsin
61,2011,12.2,18.5,28.0,41.7,54.0,64.3,73.2,68.2,57.3,49.8,36.7,25.7,Wisconsin
62,2012,20.8,26.6,45.6,45.1,59.6,67.1,74.8,67.1,57.7,44.8,34.4,25.1,Wisconsin
63,2013,16.8,17.0,23.9,37.8,55.2,63.9,68.9,67.6,60.8,46.7,30.8,11.9,Wisconsin
64,2014,6.0,7.3,21.4,39.7,55.3,66.4,65.9,67.1,58.2,46.0,25.3,24.1,Wisconsin
65,2015,15.3,7.6,30.7,45.0,56.6,63.8,68.4,66.1,64.7,48.4,39.4,31.8,Wisconsin
66,2016,16.2,22.6,36.8,42.9,56.1,65.8,69.9,69.5,62.6,50.4,41.6,19.9,Wisconsin
67,2017,19.4,27.8,30.2,46.4,53.3,65.6,68.8,64.2,62.2,50.0,31.4,17.3,Wisconsin
68,2018,15.2,16.1,29.7,33.5,62.0,66.5,69.8,68.5,61.2,43.6,27.3,25.1,Wisconsin
69,2019,13.1,13.5,25.7,42.4,51.8,63.6,71.3,65.6,62.0,45.0,28.2,23.5,Wisconsin
70,2020,21.5,19.2,34.3,40.7,54.1,66.5,71.9,68.3,57.3,41.3,38.6,24.2,Wisconsin
71,2021,20.2,10.7,36.9,44.9,54.8,69.3,69.4,69.2,61.2,53.5,33.8,24.8,Wisconsin
