,State,date,January,February,March,April,May,June,July,August,September,October,November,December
53,Pennsylvania,2003,20.6,23.8,37.2,47.8,56.1,64.0,69.7,70.9,61.7,48.5,44.7,30.7
54,Pennsylvania,2004,20.0,27.0,39.5,48.3,63.4,64.8,69.2,67.9,64.1,50.6,43.1,30.9
55,Pennsylvania,2005,26.3,30.1,32.3,49.7,53.6,69.7,72.8,72.0,65.5,52.5,43.0,26.4
56,Pennsylvania,2006,35.2,29.8,37.0,50.5,57.3,66.0,72.4,70.4,60.1,49.1,44.0,37.3
57,Pennsylvania,2007,31.3,20.1,37.4,44.8,60.1,67.8,68.8,70.6,64.4,57.8,39.5,31.4
58,Pennsylvania,2008,29.2,27.7,35.6,51.2,54.0,68.8,71.0,66.8,63.4,48.9,38.9,30.7
59,Pennsylvania,2009,20.5,29.6,38.2,49.1,58.3,65.0,66.8,70.0,61.4,48.6,44.8,28.9
60,Pennsylvania,2010,25.7,25.8,42.0,52.4,60.5,69.3,73.3,70.8,63.6,51.4,40.8,25.4
61,Pennsylvania,2011,22.5,28.6,36.3,49.7,61.0,68.0,74.3,69.4,64.4,50.8,44.9,35.3
62,Pennsylvania,2012,30.0,34.3,47.7,47.7,63.7,66.5,74.1,69.8,62.0,52.2,37.8,35.8
63,Pennsylvania,2013,29.0,27.4,33.8,48.7,58.9,67.4,72.7,67.6,61.0,53.4,37.4,30.8
64,Pennsylvania,2014,19.6,22.8,30.3,47.7,59.0,67.6,69.1,66.9,62.5,53.0,36.7,34.0
65,Pennsylvania,2015,22.5,16.1,31.6,48.4,63.4,67.1,70.4,68.9,66.6,50.7,45.5,42.3
66,Pennsylvania,2016,25.4,30.7,43.3,47.0,57.4,67.4,73.0,73.4,66.2,53.6,42.6,31.2
67,Pennsylvania,2017,31.8,36.6,35.3,53.7,57.1,66.8,71.4,67.4,63.8,56.2,39.2,28.0
68,Pennsylvania,2018,23.1,34.3,33.0,43.2,64.0,66.6,71.6,72.1,66.7,52.3,36.7,33.5
69,Pennsylvania,2019,25.8,30.2,34.7,50.5,60.7,65.8,73.2,69.6,65.1,53.7,36.5,32.6
70,Pennsylvania,2020,32.2,33.3,42.5,45.1,56.0,67.2,74.9,71.6,62.1,52.2,44.8,32.1
71,Pennsylvania,2021,29.3,26.5,40.7,49.4,56.9,68.6,71.2,72.5,64.3,57.7,39.1,37.6
0,Wisconsin,1950,11.4,15.3,22.2,34.7,53.1,63.7,65.4,61.9,57.2,50.8,26.8,11.2
1,Wisconsin,1951,9.5,16.0,23.2,40.3,58.0,60.7,67.2,63.0,54.5,46.4,23.3,16.0
2,Wisconsin,1952,14.0,21.6,24.8,45.8,53.9,65.9,69.9,65.0,58.5,41.0,33.5,22.8
3,Wisconsin,1953,17.5,17.4,29.2,39.0,54.6,66.1,68.4,68.1,58.4,52.4,36.4,21.5
4,Wisconsin,1954,12.2,27.7,26.0,44.4,49.1,66.6,68.8,65.0,57.5,45.6,34.4,20.7
5,Wisconsin,1955,12.9,15.0,24.7,49.4,57.9,63.5,73.8,71.1,59.0,48.1,26.4,13.1
6,Wisconsin,1956,14.8,15.2,23.8,39.4,53.5,67.1,65.3,66.1,55.2,52.6,31.4,20.8
7,Wisconsin,1957,7.2,19.3,28.2,43.8,53.2,63.9,70.4,66.1,56.0,45.0,31.1,21.7
8,Wisconsin,1958,17.6,12.7,29.6,44.0,54.7,59.3,66.3,66.7,58.9,49.3,33.5,11.6
9,Wisconsin,1959,6.5,12.2,26.6,42.9,58.6,65.7,68.0,70.5,59.6,42.8,23.0,26.5
10,Wisconsin,1960,16.6,17.8,18.5,44.4,53.4,61.4,67.0,67.9,59.8,46.8,34.4,16.6
11,Wisconsin,1961,13.0,24.0,31.5,38.9,52.0,64.5,68.0,67.9,58.7,48.5,31.7,16.1
12,Wisconsin,1962,8.7,13.3,27.1,41.6,58.9,63.3,65.3,66.2,55.0,49.1,33.4,17.6
13,Wisconsin,1963,3.1,10.1,30.4,45.3,52.8,66.2,69.8,64.8,58.6,56.2,37.0,10.3
14,Wisconsin,1964,19.7,20.6,26.4,43.9,59.4,64.7,71.0,64.2,56.8,45.2,35.0,14.3
15,Wisconsin,1965,10.4,12.6,20.8,40.0,58.1,62.6,66.4,64.6,54.0,47.5,32.3,25.7
16,Wisconsin,1966,5.3,16.9,32.2,39.8,50.0,65.3,71.2,64.5,56.9,46.0,31.4,18.2
17,Wisconsin,1967,16.1,9.8,28.4,42.9,49.2,64.3,66.1,62.6,56.7,45.2,28.9,20.5
18,Wisconsin,1968,13.7,14.2,36.0,45.2,51.8,63.6,67.6,66.7,58.4,48.9,32.3,17.7
19,Wisconsin,1969,11.0,18.5,23.7,44.9,55.5,57.4,67.8,69.0,58.1,44.0,30.8,19.6
20,Wisconsin,1970,6.2,14.8,25.1,43.9,55.2,65.8,70.4,67.3,58.4,48.6,31.3,18.1
21,Wisconsin,1971,6.2,15.3,24.6,42.4,51.6,67.8,65.4,64.2,60.2,53.3,32.7,20.5
22,Wisconsin,1972,7.4,11.8,23.9,38.4,58.1,62.2,66.6,66.3,56.8,43.0,31.1,13.8
23,Wisconsin,1973,17.4,19.8,37.6,41.6,51.0,65.8,69.5,68.8,57.9,52.3,32.6,17.5
24,Wisconsin,1974,13.5,15.4,28.4,44.3,51.3,61.0,70.7,64.8,53.2,46.5,33.9,23.2
25,Wisconsin,1975,15.6,16.8,22.8,36.8,58.4,64.4,70.2,67.0,53.9,49.3,37.0,19.2
26,Wisconsin,1976,10.0,24.1,29.7,46.0,52.7,66.6,70.0,66.4,56.6,41.4,24.7,8.4
27,Wisconsin,1977,0.6,18.7,35.8,48.9,63.0,63.1,71.0,62.8,58.1,45.8,31.6,15.8
28,Wisconsin,1978,7.7,9.9,26.0,41.4,56.5,63.5,66.9,67.0,61.8,45.9,30.8,14.4
29,Wisconsin,1979,2.5,8.3,27.7,39.6,51.8,63.0,68.2,64.7,59.3,44.4,31.2,24.2
30,Wisconsin,1980,13.6,14.1,24.8,44.7,57.5,63.1,70.3,67.4,57.2,42.2,33.3,17.6
31,Wisconsin,1981,15.1,21.3,33.0,45.6,53.2,64.4,68.2,66.7,56.2,43.6,35.7,18.6
32,Wisconsin,1982,3.3,14.6,26.9,39.0,59.2,58.8,69.6,64.7,56.7,47.9,31.1,25.4
33,Wisconsin,1983,18.7,25.2,31.5,39.5,49.9,64.5,72.8,71.0,59.1,47.0,34.2,6.9
34,Wisconsin,1984,11.2,27.2,23.7,44.5,51.9,65.8,67.6,69.2,55.9,49.5,32.2,20.2
35,Wisconsin,1985,10.2,14.6,34.1,47.9,58.6,61.2,67.9,64.1,58.0,46.2,26.6,7.5
36,Wisconsin,1986,14.7,15.7,32.1,47.8,57.2,63.9,70.1,63.2,58.1,46.6,28.0,22.1
37,Wisconsin,1987,19.4,27.1,35.1,48.5,58.4,68.0,71.8,66.2,59.2,41.2,36.1,24.8
38,Wisconsin,1988,9.8,12.6,30.5,44.0,59.5,68.2,72.4,70.9,59.3,41.2,33.9,18.8
39,Wisconsin,1989,21.1,10.0,25.0,41.3,54.2,62.7,70.3,66.9,57.3,47.8,28.2,8.5
40,Wisconsin,1990,24.1,20.4,33.3,45.5,51.8,64.9,67.8,66.7,60.3,45.1,36.9,17.7
41,Wisconsin,1991,10.6,22.1,32.0,46.7,59.6,68.2,68.4,68.1,56.4,45.4,26.3,20.8
42,Wisconsin,1992,20.3,25.4,30.1,40.4,56.2,61.6,63.3,62.7,56.4,45.2,30.5,20.7
43,Wisconsin,1993,15.1,16.8,28.4,39.8,54.8,61.5,67.9,67.9,52.5,44.1,30.2,21.6
44,Wisconsin,1994,3.9,11.7,31.6,43.3,55.4,66.5,67.0,64.0,61.1,49.4,36.5,25.3
45,Wisconsin,1995,16.8,17.8,32.3,38.4,53.8,68.5,70.0,71.8,56.4,47.3,24.4,16.2
46,Wisconsin,1996,10.1,15.8,23.1,38.8,51.5,64.4,65.7,67.1,58.8,46.7,25.8,17.9
47,Wisconsin,1997,11.6,20.7,28.9,41.1,49.3,66.0,67.7,63.6,59.4,47.5,29.7,26.2
48,Wisconsin,1998,20.3,31.6,31.3,47.0,60.9,63.5,69.4,68.9,63.1,49.0,37.2,25.4
49,Wisconsin,1999,12.0,26.6,31.8,46.6,58.0,65.4,72.4,65.9,57.8,45.7,39.6,22.7
50,Wisconsin,2000,15.1,25.3,38.4,42.9,57.1,62.8,67.6,67.6,58.1,50.5,32.4,8.6
51,Wisconsin,2001,19.1,14.8,28.0,46.8,57.0,64.4,70.0,69.7,57.3,46.1,43.2,27.5
52,Wisconsin,2002,24.0,26.7,24.8,42.9,50.8,66.4,72.7,67.4,61.6,42.1,31.4,24.2
53,Wisconsin,2003,13.7,13.7,29.1,42.6,53.8,63.1,68.4,70.1,59.4,46.8,32.9,24.8
54,Wisconsin,2004,10.7,20.8,33.6,44.6,53.1,62.0,66.8,62.2,63.1,48.2,36.7,20.4
55,Wisconsin,2005,14.2,24.8,27.4,47.7,52.7,69.4,70.7,68.2,63.3,49.6,34.5,18.3
56,Wisconsin,2006,27.7,18.4,31.6,49.0,56.5,65.1,72.8,68.0,56.4,42.8,36.4,27.2
57,Wisconsin,2007,20.3,11.7,34.6,42.8,59.1,66.9,69.5,68.4,61.1,52.6,32.8,17.1
58,Wisconsin,2008,14.7,13.2,25.4,42.9,52.0,64.4,69.0,66.5,60.5,46.7,33.3,12.7
59,Wisconsin,2009,6.1,20.4,30.1,43.0,55.1,63.6,63.7,64.8,61.4,42.2,40.0,18.2
60,Wisconsin,2010,15.1,20.0,37.4,50.0,57.6,65.1,71.4,70.8,56.9,49.5,34.9,16.9
61,Wisconsin,2011,12.2,18.5,28.0,41.7,54.0,64.3,73.2,68.2,57.3,49.8,36.7,25.7
62,Wisconsin,2012,20.8,26.6,45.6,45.1,59.6,67.1,74.8,67.1,57.7,44.8,34.4,25.1
63,Wisconsin,2013,16.8,17.0,23.9,37.8,55.2,63.9,68.9,67.6,60.8,46.7,30.8,11.9
64,Wisconsin,2014,6.0,7.3,21.4,39.7,55.3,66.4,65.9,67.1,58.2,46.0,25.3,24.1
65,Wisconsin,2015,15.3,7.6,30.7,45.0,56.6,63.8,68.4,66.1,64.7,48.4,39.4,31.8
66,Wisconsin,2016,16.2,22.6,36.8,42.9,56.1,65.8,69.9,69.5,62.6,50.4,41.6,19.9
67,Wisconsin,2017,19.4,27.8,30.2,46.4,53.3,65.6,68.8,64.2,62.2,50.0,31.4,17.3
68,Wisconsin,2018,15.2,16.1,29.7,33.5,62.0,66.5,69.8,68.5,61.2,43.6,27.3,25.1
69,Wisconsin,2019,13.1,13.5,25.7,42.4,51.8,63.6,71.3,65.6,62.0,45.0,28.2,23.5
70,Wisconsin,2020,21.5,19.2,34.3,40.7,54.1,66.5,71.9,68.3,57.3,41.3,38.6,24.2
71,Wisconsin,2021,20.2,10.7,36.9,44.9,54.8,69.3,69.4,69.2,61.2,53.5,33.8,24.8
0,Tennessee,1950,48.4,43.7,45.4,53.8,69.0,73.3,74.2,72.1,67.5,62.4,41.7,33.6
1,Tennessee,1951,39.1,41.4,48.2,54.8,65.5,74.0,77.5,77.8,69.6,60.2,41.6,41.8
2,Tennessee,1952,43.9,43.9,47.2,56.5,66.9,80.3,79.8,77.1,67.8,52.3,46.0,39.8
3,Tennessee,1953,43.1,42.7,51.0,54.8,69.4,78.3,77.3,76.3,70.0,60.7,46.0,37.7
4,Tennessee,1954,38.8,46.0,47.0,62.9,61.1,75.3,80.8,79.4,73.8,59.8,45.4,38.1
5,Tennessee,1955,36.6,40.9,50.1,61.5,68.8,68.9,78.7,77.8,73.0,57.6,45.0,37.7
6,Tennessee,1956,34.2,45.6,48.2,55.7,68.4,73.2,77.4,76.7,67.9,61.6,46.0,47.8
7,Tennessee,1957,37.3,46.9,46.8,61.0,67.7,74.9,76.7,75.2,70.1,54.7,47.8,42.8
8,Tennessee,1958,33.5,29.8,42.9,57.3,66.3,73.5,77.5,75.2,69.7,57.3,49.7,34.8
9,Tennessee,1959,35.4,41.3,46.2,57.8,69.5,72.3,76.4,77.2,71.1,60.4,44.5,41.3
10,Tennessee,1960,38.4,36.1,35.0,59.6,63.3,73.1,76.3,76.9,71.1,59.9,46.8,33.6
11,Tennessee,1961,32.3,45.1,51.1,53.1,62.4,70.6,74.9,74.1,70.8,57.7,48.8,39.5
12,Tennessee,1962,34.5,45.6,44.1,54.1,72.5,73.1,76.4,76.2,68.4,60.8,46.0,34.8
13,Tennessee,1963,30.4,33.1,52.3,60.0,65.6,73.3,74.8,75.0,68.4,62.6,48.1,29.0
14,Tennessee,1964,36.6,35.8,47.7,60.4,67.6,74.9,75.9,74.4,69.1,55.0,50.9,41.0
15,Tennessee,1965,38.8,38.4,42.4,60.9,69.5,72.6,75.9,75.3,70.8,56.6,50.5,41.4
