,date,January,February,March,April,May,June,July,August,September,October,November,December,State
22,1972,27.9,23.2,33.1,44.4,58.6,62.1,70.3,67.8,62.6,46.0,36.7,33.4,Pennsylvania
23,1973,28.3,25.5,42.8,47.6,54.1,68.4,70.7,70.5,62.6,53.0,41.7,31.1,Pennsylvania
24,1974,30.1,26.2,36.9,48.6,56.1,63.6,69.4,68.7,59.1,47.2,41.0,31.1,Pennsylvania
25,1975,29.2,28.8,33.7,41.5,61.1,66.4,70.4,69.8,57.9,53.3,45.0,29.7,Pennsylvania
26,1976,20.7,33.5,40.8,49.3,54.8,68.4,67.4,66.5,59.0,45.6,33.2,22.8,Pennsylvania
27,1977,12.7,26.1,41.2,49.7,60.9,63.3,71.3,68.7,63.4,48.5,42.1,26.8,Pennsylvania
28,1978,20.2,17.2,31.9,45.6,56.5,65.1,68.5,70.4,62.3,48.4,40.9,30.3,Pennsylvania
29,1979,22.5,16.4,39.4,46.1,57.2,64.1,69.0,68.1,61.3,49.6,43.2,32.7,Pennsylvania
30,1980,25.7,23.0,33.3,47.5,58.8,63.1,71.0,71.8,64.0,47.4,36.5,25.9,Pennsylvania
31,1981,19.2,30.7,34.0,49.9,57.2,66.6,70.3,67.5,60.2,47.3,39.2,27.9,Pennsylvania
32,1982,18.2,26.9,34.9,44.0,60.8,63.1,70.3,65.1,61.1,51.2,43.0,36.5,Pennsylvania
33,1983,27.2,29.8,38.7,45.2,54.9,66.2,71.4,71.3,62.4,51.1,41.0,25.2,Pennsylvania
34,1984,20.9,33.8,29.5,46.3,54.6,66.8,68.0,69.7,59.0,55.7,38.3,36.2,Pennsylvania
35,1985,21.2,27.1,38.3,51.2,59.2,62.8,68.9,68.0,63.1,52.1,44.4,25.7,Pennsylvania
36,1986,25.9,26.7,38.0,49.2,60.2,65.8,70.7,66.4,61.9,51.7,37.6,31.4,Pennsylvania
37,1987,24.9,26.8,39.0,48.8,59.4,68.3,72.9,68.2,61.7,46.0,41.7,32.8,Pennsylvania
38,1988,21.7,26.8,37.2,46.3,58.3,65.1,73.6,71.9,59.8,45.6,41.4,29.2,Pennsylvania
39,1989,30.9,27.1,36.7,44.6,55.7,67.0,70.5,68.0,61.7,51.5,38.5,17.4,Pennsylvania
40,1990,34.2,33.9,40.2,48.8,55.2,66.0,69.9,68.2,60.8,53.5,43.1,34.4,Pennsylvania
41,1991,26.6,32.4,39.4,50.0,64.4,68.4,72.0,70.7,60.9,51.9,39.3,32.7,Pennsylvania
42,1992,28.2,30.9,34.4,46.8,55.8,63.1,69.1,65.4,60.6,47.0,40.2,30.3,Pennsylvania
43,1993,30.4,23.5,32.8,47.4,58.7,65.8,72.3,70.2,60.6,48.5,39.8,28.8,Pennsylvania
44,1994,17.8,24.1,33.8,50.5,53.9,68.8,72.1,66.4,60.3,49.3,44.4,34.6,Pennsylvania
45,1995,29.8,23.9,39.7,45.0,56.4,67.6,72.1,72.4,60.4,53.8,35.4,25.1,Pennsylvania
46,1996,23.6,27.0,31.8,47.1,55.6,67.9,68.1,68.7,61.9,50.5,35.2,34.0,Pennsylvania
47,1997,25.1,33.0,37.6,44.6,52.7,65.9,69.5,66.8,60.4,50.5,37.4,32.1,Pennsylvania
48,1998,34.3,35.8,39.6,49.5,62.4,65.6,69.6,70.2,64.7,51.8,41.5,36.0,Pennsylvania
49,1999,27.0,31.7,34.2,48.6,59.3,67.3,74.0,68.5,62.8,49.3,44.8,32.4,Pennsylvania
50,2000,25.6,31.6,42.6,47.5,60.0,67.2,66.9,67.3,60.6,52.0,38.3,22.4,Pennsylvania
51,2001,26.1,31.5,33.3,49.2,58.6,66.8,67.8,71.7,60.4,51.7,45.8,36.4,Pennsylvania
52,2002,33.0,33.9,38.2,50.0,55.0,67.9,72.5,71.8,64.9,49.4,39.2,27.8,Pennsylvania
53,2003,20.6,23.8,37.2,47.8,56.1,64.0,69.7,70.9,61.7,48.5,44.7,30.7,Pennsylvania
54,2004,20.0,27.0,39.5,48.3,63.4,64.8,69.2,67.9,64.1,50.6,43.1,30.9,Pennsylvania
55,2005,26.3,30.1,32.3,49.7,53.6,69.7,72.8,72.0,65.5,52.5,43.0,26.4,Pennsylvania
56,2006,35.2,29.8,37.0,50.5,57.3,66.0,72.4,70.4,60.1,49.1,44.0,37.3,Pennsylvania
57,2007,31.3,20.1,37.4,44.8,60.1,67.8,68.8,70.6,64.4,57.8,39.5,31.4,Pennsylvania
58,2008,29.2,27.7,35.6,51.2,54.0,68.8,71.0,66.8,63.4,48.9,38.9,30.7,Pennsylvania
59,2009,20.5,29.6,38.2,49.1,58.3,65.0,66.8,70.0,61.4,48.6,44.8,28.9,Pennsylvania
60,2010,25.7,25.8,42.0,52.4,60.5,69.3,73.3,70.8,63.6,51.4,40.8,25.4,Pennsylvania
61,2011,22.5,28.6,36.3,49.7,61.0,68.0,74.3,69.4,64.4,50.8,44.9,35.3,Pennsylvania
62,2012,30.0,34.3,47.7,47.7,63.7,66.5,74.1,69.8,62.0,52.2,37.8,35.8,Pennsylvania
63,2013,29.0,27.4,33.8,48.7,58.9,67.4,72.7,67.6,61.0,53.4,37.4,30.8,Pennsylvania
64,2014,19.6,22.8,30.3,47.7,59.0,67.6,69.1,66.9,62.5,53.0,36.7,34.0,Pennsylvania
65,2015,22.5,16.1,31.6,48.4,63.4,67.1,70.4,68.9,66.6,50.7,45.5,42.3,Pennsylvania
66,2016,25.4,30.7,43.3,47.0,57.4,67.4,73.0,73.4,66.2,53.6,42.6,31.2,Pennsylvania
67,2017,31.8,36.6,35.3,53.7,57.1,66.8,71.4,67.4,63.8,56.2,39.2,28.0,Pennsylvania
68,2018,23.1,34.3,33.0,43.2,64.0,66.6,71.6,72.1,66.7,52.3,36.7,33.5,Pennsylvania
69,2019,25.8,30.2,34.7,50.5,60.7,65.8,73.2,69.6,65.1,53.7,36.5,32.6,Pennsylvania
70,2020,32.2,33.3,42.5,45.1,56.0,67.2,74.9,71.6,62.1,52.2,44.8,32.1,Pennsylvania
71,2021,29.3,26.5,40.7,49.4,56.9,68.6,71.2,72.5,64.3,57.7,39.1,37.6,Pennsylvania
