,date,January,February,March,April,May,June,July,August,September,October,November,December,State
35,1985,8.9,19.4,26.6,38.0,50.5,58.0,66.2,62.4,56.4,45.1,32.0,15.4,Maine
36,1986,16.3,15.5,27.0,43.3,52.0,57.3,62.9,61.8,52.0,43.2,29.2,20.3,Maine
37,1987,13.0,15.0,28.9,43.4,51.3,60.7,65.3,61.9,55.0,44.3,31.4,22.6,Maine
38,1988,14.0,17.1,26.0,39.6,53.3,59.6,67.6,65.7,54.0,41.5,35.5,17.2,Maine
39,1989,16.7,15.0,22.7,36.9,54.7,60.8,65.0,63.2,55.9,45.1,30.4,5.0,Maine
40,1990,22.0,16.4,27.2,39.9,49.1,61.0,66.2,66.2,54.9,46.8,34.4,24.8,Maine
41,1991,12.2,20.0,29.2,40.9,53.7,61.6,65.5,65.7,53.1,46.2,34.6,17.8,Maine
42,1992,14.2,16.2,23.0,36.9,51.3,60.3,61.2,63.3,55.9,41.8,31.3,22.5,Maine
43,1993,15.1,7.1,24.6,39.8,51.6,59.8,65.4,65.7,55.1,40.4,32.7,22.1,Maine
44,1994,4.2,11.4,27.1,38.5,48.8,63.2,68.6,62.7,54.3,45.9,36.4,24.0,Maine
45,1995,19.8,13.0,28.5,35.8,50.0,62.6,68.0,64.9,52.2,48.8,30.6,17.0,Maine
46,1996,13.7,16.9,25.4,39.1,48.7,61.2,64.3,64.2,55.9,43.3,30.8,28.2,Maine
47,1997,13.8,18.2,22.8,36.8,46.8,60.7,65.6,62.8,54.9,43.2,31.3,20.8,Maine
48,1998,17.8,24.2,29.6,41.4,56.5,59.7,66.1,64.8,56.7,45.2,33.7,26.2,Maine
49,1999,14.3,21.4,31.0,40.4,55.4,64.8,67.8,63.9,61.7,42.4,37.3,25.2,Maine
50,2000,14.1,18.2,32.6,39.1,49.5,59.4,63.0,63.1,54.5,44.6,35.6,17.5,Maine
51,2001,14.0,16.0,24.2,38.1,54.4,63.0,64.2,67.0,57.7,47.1,37.4,28.7,Maine
52,2002,21.0,20.4,26.9,39.9,48.8,58.3,65.6,66.7,59.3,41.7,30.7,21.1,Maine
53,2003,9.2,12.2,24.2,35.7,49.6,61.2,65.9,66.0,58.4,44.6,35.4,23.0,Maine
54,2004,6.4,18.0,28.7,39.6,51.9,57.5,64.6,64.6,56.2,45.5,33.2,19.1,Maine
55,2005,11.5,19.6,25.0,41.1,47.2,63.2,66.6,65.5,58.5,47.2,35.3,21.3,Maine
56,2006,22.6,19.0,29.0,42.3,53.2,63.3,68.9,61.7,56.1,44.9,38.9,27.8,Maine
57,2007,17.3,11.6,25.8,37.0,51.2,61.1,64.6,63.5,57.2,49.6,31.7,18.0,Maine
58,2008,18.6,18.5,23.1,41.5,50.0,61.2,67.7,63.1,56.2,44.2,35.0,20.2,Maine
59,2009,7.9,18.9,26.2,41.9,51.1,58.7,63.0,66.1,54.9,41.2,38.5,21.9,Maine
60,2010,20.3,24.6,34.6,44.9,54.6,60.8,69.2,65.2,58.3,45.2,34.5,23.4,Maine
61,2011,15.9,16.2,26.8,39.0,51.9,60.2,67.6,64.8,59.0,47.6,38.8,26.0,Maine
62,2012,18.2,21.4,34.3,42.2,53.8,60.2,67.6,67.4,55.9,48.2,32.7,24.4,Maine
63,2013,15.8,20.0,30.3,39.1,52.3,60.8,68.3,63.7,56.7,47.3,32.3,17.0,Maine
64,2014,14.2,15.7,18.1,38.7,51.7,61.6,67.2,64.4,56.4,48.5,31.8,26.0,Maine
65,2015,11.7,5.2,21.6,37.8,55.7,57.5,64.8,67.2,61.8,43.2,37.0,31.2,Maine
66,2016,20.1,21.9,29.2,37.3,52.8,60.5,67.0,66.6,59.1,46.9,37.2,20.5,Maine
67,2017,21.5,20.6,22.2,42.0,50.7,61.0,65.2,63.3,61.1,52.0,32.4,16.4,Maine
68,2018,15.0,22.7,28.9,36.5,53.5,59.0,68.8,68.0,57.9,41.9,28.6,20.4,Maine
69,2019,14.1,16.3,24.7,38.8,48.1,59.5,68.3,64.5,55.3,46.1,29.6,22.8,Maine
70,2020,20.8,20.1,29.6,37.7,51.2,62.5,68.9,65.6,56.8,44.7,37.0,27.2,Maine
71,2021,21.5,18.6,29.5,43.3,52.6,65.0,63.7,68.3,59.1,50.2,35.4,24.3,Maine
