,date,January,February,March,April,May,June,July,August,September,October,November,December,State
31,1981,36.2,35.7,42.0,44.5,51.1,54.6,62.2,67.2,57.7,45.4,39.4,31.5,Washington
32,1982,28.4,32.9,38.5,41.4,50.7,60.9,62.5,63.6,57.2,46.3,33.5,30.4,Washington
33,1983,35.6,37.9,42.3,45.0,54.0,56.8,60.8,65.0,54.1,46.5,39.6,22.7,Washington
34,1984,31.9,35.8,41.7,43.2,48.2,55.7,64.2,64.1,54.7,43.8,36.1,24.5,Washington
35,1985,26.3,28.6,36.8,45.9,53.0,58.3,69.0,62.3,53.1,45.1,24.9,23.9,Washington
36,1986,33.2,33.4,43.0,43.6,52.3,61.8,60.4,68.0,54.1,49.5,37.4,31.0,Washington
37,1987,29.8,36.9,41.3,48.9,54.3,60.7,63.0,63.8,60.6,49.9,40.2,29.6,Washington
38,1988,29.1,36.2,39.6,46.9,51.6,57.3,64.0,63.8,57.3,52.3,38.1,31.2,Washington
39,1989,31.9,25.6,37.1,48.1,51.4,60.4,63.1,62.1,59.0,47.0,39.6,33.7,Washington
40,1990,34.5,31.8,41.1,48.6,50.6,57.5,67.1,65.7,62.2,44.6,39.3,24.2,Washington
41,1991,28.5,40.4,37.4,44.8,50.1,54.7,64.7,65.8,60.4,47.0,37.3,34.5,Washington
42,1992,34.6,39.6,45.1,47.6,56.0,63.4,64.3,65.2,55.4,48.6,36.6,27.3,Washington
43,1993,24.4,29.8,39.1,44.6,57.0,57.1,58.8,62.5,58.4,50.1,32.6,32.5,Washington
44,1994,36.7,31.7,42.2,48.2,54.1,57.3,67.3,64.9,61.2,46.5,33.2,31.5,Washington
45,1995,32.6,37.8,39.6,44.7,54.6,58.1,64.7,60.2,60.8,45.4,40.2,31.8,Washington
46,1996,29.0,32.0,39.2,46.0,48.2,57.2,66.6,64.8,55.0,45.9,35.3,28.1,Washington
47,1997,30.4,34.0,38.7,43.6,54.5,56.9,63.2,66.5,59.2,46.3,39.6,32.4,Washington
48,1998,32.0,37.7,41.0,46.0,52.9,58.8,69.0,66.8,62.2,47.0,39.6,30.2,Washington
49,1999,34.3,35.0,38.6,43.7,48.5,56.0,62.0,65.6,57.1,46.7,41.1,34.7,Washington
50,2000,30.4,35.2,39.1,47.8,51.1,58.5,63.5,63.4,56.3,46.8,32.6,29.4,Washington
51,2001,31.8,32.1,40.0,43.5,53.1,55.6,63.4,66.0,59.8,45.7,39.7,31.8,Washington
52,2002,32.9,34.3,35.6,44.7,49.7,59.5,66.1,63.6,57.5,45.5,39.2,34.6,Washington
53,2003,36.1,35.4,41.0,44.6,51.3,60.8,67.5,65.9,60.0,50.6,33.3,31.6,Washington
54,2004,29.8,35.1,42.9,48.6,52.4,60.4,67.3,67.0,56.1,48.5,38.1,34.5,Washington
55,2005,31.5,35.8,42.7,46.3,54.7,57.0,65.0,65.8,55.7,48.4,35.7,29.4,Washington
56,2006,35.9,32.8,38.8,45.7,53.0,59.8,67.5,64.2,58.8,47.0,36.1,30.5,Washington
57,2007,28.6,35.6,41.5,44.9,52.9,57.5,68.1,63.3,56.7,45.6,36.4,30.4,Washington
58,2008,27.4,35.4,37.0,40.8,53.1,56.2,64.4,64.0,57.8,46.6,40.2,26.2,Washington
59,2009,30.1,33.1,35.3,44.1,52.3,59.9,67.5,65.4,59.9,44.2,38.0,26.6,Washington
60,2010,36.3,38.5,40.9,44.6,48.7,55.9,64.2,63.5,57.1,48.6,34.8,31.9,Washington
61,2011,32.1,31.1,38.4,40.2,48.6,55.5,61.0,64.9,61.0,47.2,35.3,31.0,Washington
62,2012,30.7,34.5,37.6,46.0,50.9,55.0,65.2,66.2,59.7,47.4,39.0,32.5,Washington
63,2013,29.1,35.5,40.2,44.7,53.5,58.7,67.2,66.2,59.7,46.1,36.7,28.2,Washington
64,2014,34.1,29.8,40.1,45.8,54.3,58.3,68.6,67.3,59.8,51.9,36.3,34.2,Washington
65,2015,35.1,40.7,44.8,45.7,56.0,65.5,68.6,66.6,56.2,52.4,36.0,32.1,Washington
66,2016,33.0,39.1,41.8,51.6,55.1,59.9,63.6,65.9,56.4,47.4,43.0,26.1,Washington
67,2017,24.8,31.0,39.3,44.2,53.7,59.5,67.1,68.6,59.8,46.2,37.7,29.9,Washington
68,2018,35.4,32.4,38.8,45.3,57.6,58.2,67.5,66.0,56.3,47.4,38.6,33.1,Washington
69,2019,34.2,25.3,36.2,46.3,55.6,59.5,63.8,66.4,57.1,42.8,37.6,33.5,Washington
70,2020,34.2,35.6,38.3,46.0,53.3,57.9,64.8,65.7,61.2,48.4,37.6,33.7,Washington
71,2021,34.6,31.3,39.7,46.7,52.7,64.6,69.7,65.9,58.0,46.6,39.9,29.5,Washington
