,date,January,February,March,April,May,June,July,August,September,October,November,December,State
21,1971,30.9,34.9,41.1,54.0,60.1,74.5,73.4,72.3,70.5,63.0,45.7,44.8,Kentucky
22,1972,35.6,34.8,44.1,55.3,63.9,68.4,74.4,73.8,70.7,54.1,43.2,38.6,Kentucky
23,1973,33.4,35.3,52.8,53.3,60.1,73.4,75.8,74.3,71.2,60.6,48.3,36.6,Kentucky
24,1974,40.2,38.2,49.8,56.2,64.6,67.8,74.8,73.2,63.3,54.0,46.2,37.1,Kentucky
25,1975,37.7,39.0,41.8,52.3,66.9,72.3,74.9,76.6,64.2,57.8,48.5,37.3,Kentucky
26,1976,30.0,44.0,51.0,55.2,60.0,70.8,73.4,71.2,64.6,50.4,37.5,31.8,Kentucky
27,1977,17.7,33.9,49.9,58.8,67.8,71.5,77.7,74.8,70.5,53.2,47.9,33.8,Kentucky
28,1978,22.5,23.2,41.1,56.8,62.1,72.6,76.1,74.8,71.1,53.9,48.8,37.4,Kentucky
29,1979,24.9,28.0,47.4,54.3,62.3,70.8,73.6,73.9,66.7,55.6,45.7,37.9,Kentucky
30,1980,34.4,29.4,41.2,53.1,63.9,71.0,78.7,78.5,71.1,53.8,43.7,36.8,Kentucky
31,1981,28.4,36.7,42.6,60.3,60.4,73.8,76.4,73.3,65.6,55.0,46.4,33.2,Kentucky
32,1982,28.7,35.6,47.8,51.0,68.4,68.9,76.4,72.2,65.7,57.4,47.8,43.9,Kentucky
33,1983,33.7,37.7,46.0,50.3,61.0,71.3,78.1,79.3,69.0,58.4,46.7,29.1,Kentucky
34,1984,28.3,40.8,41.1,53.6,60.9,74.8,73.4,74.5,66.0,62.6,43.0,44.9,Kentucky
35,1985,25.0,31.9,48.7,58.9,65.2,70.9,75.4,73.1,67.3,60.6,53.0,30.4,Kentucky
36,1986,33.0,39.9,46.8,57.7,65.9,73.8,78.8,72.5,70.8,58.2,45.8,36.2,Kentucky
37,1987,32.5,38.7,47.8,53.4,69.5,74.3,76.8,76.7,68.5,51.0,49.3,39.2,Kentucky
38,1988,30.2,34.8,45.4,54.8,63.6,72.4,77.4,77.6,67.7,50.0,46.7,37.0,Kentucky
39,1989,40.3,33.8,47.9,54.5,60.6,71.4,75.5,73.9,66.9,56.7,45.7,24.9,Kentucky
40,1990,41.6,44.6,49.4,53.9,62.0,72.2,75.4,73.7,69.0,56.0,49.8,40.2,Kentucky
41,1991,34.3,39.5,48.3,58.8,70.0,74.0,77.4,75.0,68.7,58.4,43.8,40.3,Kentucky
42,1992,35.6,42.2,45.7,55.6,61.9,68.8,75.9,70.7,67.0,55.0,46.1,36.5,Kentucky
43,1993,37.7,34.3,42.2,53.1,64.3,71.8,79.3,76.0,66.5,54.5,44.4,35.9,Kentucky
44,1994,27.0,37.8,44.8,58.0,60.0,74.6,75.6,72.7,65.4,57.0,50.7,41.1,Kentucky
45,1995,35.0,35.0,48.4,56.1,63.6,72.0,76.8,79.3,66.5,57.2,40.6,33.9,Kentucky
46,1996,32.4,36.4,40.0,52.5,66.5,72.4,73.8,74.3,66.2,57.0,41.0,40.3,Kentucky
47,1997,32.5,41.9,48.5,50.2,59.0,70.1,76.3,73.0,67.2,56.2,42.2,36.6,Kentucky
48,1998,40.8,42.4,46.5,54.5,67.9,73.5,76.0,75.4,73.0,59.2,48.3,40.7,Kentucky
49,1999,37.5,41.4,41.7,58.4,64.9,73.5,79.5,75.3,68.1,56.8,51.3,38.7,Kentucky
50,2000,33.8,43.1,50.1,53.9,67.0,73.1,74.5,74.8,67.2,59.6,44.2,26.7,Kentucky
51,2001,31.8,41.3,41.4,59.9,66.2,71.0,75.7,76.4,66.3,56.1,51.2,41.8,Kentucky
52,2002,37.9,38.8,45.6,58.6,62.1,74.3,78.3,77.2,71.7,57.4,43.6,36.5,Kentucky
53,2003,28.4,33.6,48.8,57.7,64.2,68.7,75.2,75.9,66.2,56.7,50.5,37.0,Kentucky
54,2004,32.5,36.9,49.3,55.8,69.2,72.1,74.3,71.2,68.7,60.0,50.5,36.4,Kentucky
55,2005,39.0,40.9,42.6,57.0,61.7,73.9,77.4,78.0,71.5,57.9,48.2,33.3,Kentucky
56,2006,43.1,36.2,46.1,60.3,62.6,71.4,76.7,77.4,64.8,54.2,47.3,41.6,Kentucky
57,2007,38.0,29.8,53.3,53.5,67.8,73.7,74.6,80.9,71.9,62.4,46.0,40.7,Kentucky
58,2008,33.3,37.5,45.2,55.4,61.8,74.3,75.2,73.9,71.0,56.7,43.2,36.7,Kentucky
59,2009,30.2,38.9,48.1,55.8,64.8,73.9,71.8,73.6,69.0,53.8,49.2,35.6,Kentucky
60,2010,29.8,30.6,46.5,59.9,67.3,77.0,78.4,78.3,70.0,58.2,47.1,29.0,Kentucky
61,2011,30.2,39.1,47.9,58.8,64.2,74.2,79.5,75.8,66.9,55.6,49.9,41.0,Kentucky
62,2012,38.7,41.2,58.0,57.3,69.4,72.5,80.5,74.6,67.3,55.2,43.2,43.0,Kentucky
63,2013,36.7,36.8,39.4,55.2,64.9,72.9,74.0,73.7,69.1,57.6,42.8,37.4,Kentucky
64,2014,26.8,33.2,41.5,57.4,66.1,74.1,72.6,75.1,68.2,57.6,39.8,39.7,Kentucky
65,2015,32.2,26.3,44.5,57.4,67.3,74.2,76.5,72.8,70.2,57.8,50.9,48.7,Kentucky
66,2016,31.6,38.9,51.8,57.3,62.9,74.9,77.9,78.0,72.2,62.7,49.9,37.0,Kentucky
67,2017,40.9,46.2,47.9,61.5,65.0,71.7,76.9,73.1,68.3,59.4,47.1,35.8,Kentucky
68,2018,30.0,44.6,44.1,50.7,71.8,75.5,76.6,75.8,73.1,58.9,41.9,40.5,Kentucky
69,2019,35.1,42.3,43.1,57.8,68.4,71.9,77.4,75.6,74.8,60.0,41.2,42.1,Kentucky
70,2020,40.2,39.7,51.4,52.8,62.2,72.6,78.7,74.8,68.3,57.8,49.9,37.3,Kentucky
71,2021,35.7,32.3,50.5,54.5,62.4,73.4,75.8,76.7,68.9,62.4,43.4,47.6,Kentucky
