date,January,February,March,April,May,June,July,August,September,October,November,December
2000,0.7,16.2,17.2,24.5,35.4,51.2,51.8,47.4,38.6,24.8,18.2,14.5
2001,15.7,14.7,12.0,25.1,32.7,50.8,52.1,50.4,42.4,21.8,9.7,0.6
2002,9.5,8.7,15.4,21.5,41.1,50.0,53.4,49.2,42.7,31.8,24.1,13.6
2003,10.2,16.5,11.0,27.8,38.4,51.2,53.5,50.6,39.0,31.7,14.8,4.6
2004,-0.4,10.1,10.0,28.7,43.2,55.1,57.3,55.3,37.4,29.5,16.9,8.8
2005,6.7,8.0,18.5,24.5,43.7,52.5,54.4,52.6,42.9,27.4,5.1,13.9
2006,-4.7,12.4,7.7,20.8,40.0,49.1,53.0,48.3,44.3,31.6,6.2,8.1
2007,5.5,6.1,-0.2,29.9,39.4,51.0,55.5,53.2,43.5,25.3,19.8,8.0
2008,0.4,1.7,12.6,23.0,39.1,48.8,51.2,48.4,41.2,18.9,9.6,6.0
2009,-0.2,5.1,7.1,24.1,40.4,49.8,56.1,49.0,41.6,30.5,7.4,10.2
2010,1.5,10.8,9.8,26.9,41.3,49.5,52.1,51.5,42.8,27.6,17.7,-2.4
2011,7.0,6.0,11.9,23.2,40.5,49.8,52.1,49.0,42.4,28.5,3.6,9.4
2012,-12.8,12.1,4.3,27.3,37.2,50.4,52.0,49.9,40.6,25.5,6.0,-0.8
2013,9.8,6.3,11.0,16.7,35.2,53.9,55.0,51.4,39.6,34.0,13.7,7.0
2014,18.4,6.7,14.1,27.4,41.9,48.1,52.7,52.0,42.3,25.8,19.6,15.0
2015,7.1,12.6,15.9,28.2,44.8,52.3,54.2,49.3,38.9,31.6,17.2,8.3
2016,17.2,17.3,18.7,33.3,44.0,51.8,55.6,53.2,42.3,29.7,13.3,6.2
2017,4.5,6.6,4.9,29.6,40.8,51.4,56.2,50.2,42.6,30.2,15.8,19.1
2018,6.7,12.6,18.0,26.8,39.4,50.0,55.6,49.6,44.3,33.8,19.1,9.1
2019,7.5,15.5,26.5,28.5,43.0,54.0,58.1,51.5,44.4,30.8,19.8,6.7
2020,-6.4,1.5,12.0,27.5,43.3,50.5,53.2,52.1,42.0,28.9,14.5,10.6
2021,10.6,1.0,9.2,23.9,40.4,50.9,53.9,49.4,39.3,27.9,4.6,6.7
