,Unnamed: 0,date,January,February,March,April,May,June,July,August,September,October,November,December,State
17,17,1967,2.59,1.51,1.21,4.17,2.04,5.45,2.14,3.08,2.14,4.13,2.51,2.8,Michigan
18,18,1968,1.47,1.87,1.1,2.56,3.59,5.37,3.01,2.9,4.28,2.67,2.67,3.32,Michigan
19,19,1969,2.62,0.4,1.19,3.34,3.13,5.48,3.65,1.12,1.85,4.63,2.27,1.15,Michigan
20,20,1970,1.4,0.67,1.91,2.34,3.8,2.7,4.57,1.54,5.44,3.28,2.9,2.13,Michigan
21,21,1971,1.87,2.73,2.07,1.26,2.4,2.52,3.09,2.44,3.04,2.11,2.2,4.07,Michigan
22,22,1972,1.46,1.21,2.66,2.44,2.46,2.74,3.52,5.32,3.91,2.66,2.23,3.76,Michigan
23,23,1973,1.41,1.21,2.69,2.53,4.74,3.75,3.29,2.98,2.56,2.67,2.7,2.65,Michigan
24,24,1974,2.5,1.7,2.39,3.09,3.75,3.87,2.52,3.58,2.89,1.92,2.61,1.69,Michigan
25,25,1975,2.86,1.8,2.17,2.8,3.17,4.25,2.85,6.35,3.25,1.23,3.38,2.53,Michigan
26,26,1976,2.01,2.26,4.64,2.56,3.51,2.86,2.29,1.37,1.83,2.0,1.35,1.24,Michigan
27,27,1977,1.24,1.42,3.5,2.74,1.17,2.96,3.35,4.55,4.8,2.27,3.03,2.88,Michigan
28,28,1978,2.51,0.62,1.14,2.02,3.16,3.08,2.81,3.79,5.1,2.24,2.15,2.34,Michigan
29,29,1979,2.43,1.08,3.09,3.04,2.49,4.11,2.84,3.67,0.93,3.57,3.25,1.92,Michigan
30,30,1980,1.74,0.9,1.45,3.26,2.2,3.75,3.66,3.92,4.78,2.23,1.28,2.42,Michigan
31,31,1981,0.83,2.22,0.86,4.22,2.78,4.24,2.31,3.47,4.07,3.96,1.54,1.62,Michigan
32,32,1982,2.77,0.76,2.41,2.23,2.62,3.16,4.3,2.82,3.55,2.27,3.97,3.61,Michigan
33,33,1983,1.27,0.96,2.62,3.05,5.24,2.33,2.56,3.08,4.49,3.56,3.12,2.59,Michigan
34,34,1984,0.98,1.11,2.39,2.49,3.31,3.0,2.29,3.3,4.37,3.09,2.49,3.14,Michigan
35,35,1985,2.13,2.66,3.12,3.13,2.97,2.13,3.12,4.86,4.67,3.42,4.83,2.18,Michigan
36,36,1986,1.17,1.86,2.07,2.08,2.26,4.27,3.8,3.09,8.72,3.08,1.18,1.22,Michigan
37,37,1987,1.24,0.42,1.23,1.75,2.32,2.7,2.79,5.78,3.61,2.9,2.71,2.99,Michigan
38,38,1988,1.7,1.27,1.91,2.48,1.1,0.98,2.96,4.55,3.98,4.47,5.06,1.89,Michigan
39,39,1989,1.41,0.88,2.18,1.6,3.86,4.06,1.67,3.46,2.25,1.99,2.88,1.33,Michigan
40,40,1990,2.04,2.02,1.95,2.01,3.95,4.28,2.67,3.13,3.87,4.51,3.43,2.33,Michigan
41,41,1991,1.27,0.79,3.16,3.91,3.83,2.07,4.34,2.49,2.86,5.62,3.26,1.9,Michigan
42,42,1992,1.54,1.41,2.0,3.07,1.38,2.21,5.0,2.99,4.54,2.47,4.47,2.28,Michigan
43,43,1993,2.45,0.79,1.06,3.84,2.81,4.75,2.8,3.91,4.16,2.82,1.99,1.06,Michigan
44,44,1994,2.05,1.22,1.45,2.96,1.95,4.15,4.7,4.8,2.57,2.15,3.43,0.96,Michigan
45,45,1995,2.14,0.93,1.62,3.14,2.78,2.24,3.41,4.07,2.27,4.04,3.48,1.71,Michigan
46,46,1996,2.14,1.56,1.36,3.45,2.76,4.97,3.52,2.23,3.78,3.28,1.95,3.0,Michigan
47,47,1997,3.04,2.67,2.16,1.14,3.69,2.46,2.87,3.82,3.29,2.01,1.65,1.13,Michigan
48,48,1998,2.82,1.32,3.8,2.27,2.11,2.95,1.93,3.18,2.44,2.79,2.24,1.71,Michigan
49,49,1999,3.31,1.45,0.82,3.29,3.13,3.9,4.92,2.55,2.74,1.92,1.18,2.19,Michigan
50,50,2000,1.68,1.42,1.62,2.41,4.64,4.07,3.45,2.85,3.95,1.63,2.77,2.53,Michigan
51,51,2001,1.23,2.63,0.71,3.12,4.71,3.24,2.02,3.38,4.25,5.47,2.44,1.97,Michigan
52,52,2002,1.12,2.13,2.59,3.57,3.83,3.01,3.22,3.51,2.13,3.07,1.58,1.14,Michigan
53,53,2003,0.86,1.06,1.97,2.79,3.99,2.21,3.34,2.69,3.33,2.31,4.6,1.93,Michigan
54,54,2004,2.03,1.2,3.17,2.06,6.64,3.27,3.3,3.17,1.07,3.73,2.79,2.92,Michigan
55,55,2005,2.93,1.78,1.2,1.36,2.05,2.87,3.69,2.59,3.58,1.73,4.15,1.96,Michigan
56,56,2006,3.0,1.8,2.21,2.1,4.63,2.42,3.82,3.13,3.35,4.2,2.34,2.85,Michigan
57,57,2007,2.19,0.96,2.51,3.0,2.31,2.67,2.04,4.11,2.84,3.8,1.61,2.62,Michigan
58,58,2008,3.19,2.56,1.5,3.32,2.38,4.69,3.73,1.67,5.22,2.14,2.22,4.23,Michigan
59,59,2009,1.32,2.4,2.32,3.94,2.95,3.53,2.3,4.62,1.81,5.25,1.09,2.34,Michigan
60,60,2010,0.95,1.04,0.73,2.09,3.52,5.89,4.16,2.37,4.88,2.01,2.15,1.43,Michigan
61,61,2011,1.43,1.53,2.21,5.44,4.26,3.65,2.99,3.16,3.72,3.37,3.19,1.87,Michigan
62,62,2012,2.22,1.31,2.59,1.89,3.0,3.0,3.59,2.73,2.57,4.66,0.99,2.45,Michigan
63,63,2013,3.3,2.28,1.36,5.72,3.59,3.68,3.54,3.0,1.92,3.82,3.83,2.19,Michigan
64,64,2014,2.21,1.58,1.39,3.82,3.53,3.82,3.46,3.56,3.92,4.09,3.51,1.77,Michigan
65,65,2015,1.28,0.97,0.87,2.46,4.14,4.06,2.49,3.31,2.91,2.46,3.06,3.73,Michigan
66,66,2016,1.73,1.87,3.65,2.8,2.63,2.46,3.92,5.04,3.96,3.46,2.04,2.3,Michigan
67,67,2017,2.78,2.02,2.94,4.39,3.36,4.72,2.74,3.5,1.57,6.63,2.74,1.88,Michigan
68,68,2018,1.74,2.96,1.13,3.0,4.26,2.95,2.62,4.47,3.54,5.14,2.53,1.83,Michigan
69,69,2019,2.29,2.93,1.81,3.65,4.73,4.13,2.99,2.46,5.19,5.54,2.69,3.42,Michigan
70,70,2020,2.84,1.03,2.83,3.01,4.06,3.09,3.93,3.83,3.08,3.75,2.17,1.69,Michigan
71,71,2021,1.05,1.28,1.6,2.08,2.03,4.94,4.14,3.96,3.64,3.89,1.76,2.54,Michigan
