,Unnamed: 0,Unnamed: 0.1,date,January,February,March,April,May,June,July,August,September,October,November,December,State
19,19,19,1969,1.85,4.93,2.88,4.82,2.69,2.64,4.45,3.37,4.32,2.04,7.17,8.16,Massachusetts
20,20,20,1970,1.02,4.79,3.79,3.81,3.72,3.56,1.99,4.57,2.83,3.02,4.09,4.35,Massachusetts
21,21,21,1971,2.2,4.52,3.03,2.49,4.21,1.96,3.61,4.38,2.66,2.94,5.4,3.16,Massachusetts
22,22,22,1972,2.18,4.84,5.94,3.94,5.55,8.07,3.86,2.46,4.54,3.72,7.6,6.79,Massachusetts
23,23,23,1973,3.71,2.86,3.19,6.37,5.11,5.0,4.27,3.77,3.25,3.35,2.52,8.6,Massachusetts
24,24,24,1974,3.86,2.68,4.38,3.35,4.38,3.27,2.73,3.3,7.27,2.53,2.86,4.12,Massachusetts
25,25,25,1975,5.26,3.48,3.44,2.83,2.56,4.28,5.12,5.53,7.16,5.4,5.79,4.9,Massachusetts
26,26,26,1976,5.51,2.88,3.05,2.89,3.81,1.79,4.13,6.9,2.36,5.09,1.02,3.02,Massachusetts
27,27,27,1977,3.57,2.58,6.13,4.29,3.27,4.76,2.95,3.98,6.27,6.39,3.83,6.06,Massachusetts
28,28,28,1978,8.5,1.79,2.85,2.1,4.4,3.13,2.73,5.3,1.69,3.32,2.39,4.0,Massachusetts
29,29,29,1979,10.95,3.28,3.49,4.99,5.44,1.06,3.96,6.08,4.39,4.64,4.15,2.02,Massachusetts
30,30,30,1980,1.16,0.99,6.64,4.93,1.79,3.7,3.32,2.07,1.76,4.11,3.73,1.33,Massachusetts
31,31,31,1981,0.91,7.68,0.76,3.74,2.83,3.39,4.27,1.77,3.94,4.93,3.29,5.65,Massachusetts
32,32,32,1982,4.39,3.41,2.71,4.43,2.6,10.2,3.56,2.6,2.98,3.03,3.93,1.87,Massachusetts
33,33,33,1983,4.72,4.35,7.9,8.36,5.04,2.67,2.0,4.17,1.97,4.35,7.99,5.9,Massachusetts
34,34,34,1984,2.35,6.14,5.66,4.51,8.9,4.33,5.37,1.31,1.62,3.82,2.77,3.12,Massachusetts
35,35,35,1985,1.19,2.18,2.79,1.7,3.93,4.24,3.43,6.8,3.78,2.46,6.49,1.56,Massachusetts
36,36,36,1986,5.0,3.14,3.6,1.91,2.04,6.37,5.72,4.02,1.56,2.88,5.92,6.24,Massachusetts
37,37,37,1987,5.51,0.53,3.33,9.41,1.86,2.86,1.96,3.61,6.64,3.86,3.04,2.66,Massachusetts
38,38,38,1988,2.77,4.19,3.09,2.9,3.59,1.42,7.46,3.07,1.99,3.03,7.51,1.29,Massachusetts
39,39,39,1989,1.27,2.65,3.1,4.36,6.3,5.32,4.71,5.63,4.78,6.49,4.67,1.1,Massachusetts
40,40,40,1990,4.66,3.86,2.57,4.57,7.12,1.99,3.57,7.37,1.91,6.93,2.58,4.88,Massachusetts
41,41,41,1991,3.07,1.99,4.76,3.51,3.84,2.48,2.63,7.33,6.79,3.62,4.92,3.29,Massachusetts
42,42,42,1992,2.73,2.14,3.89,2.9,1.86,5.25,3.65,5.65,3.34,2.37,4.98,6.03,Massachusetts
43,43,43,1993,2.45,3.54,6.59,5.04,1.18,2.28,2.68,2.04,4.95,3.87,4.28,5.55,Massachusetts
44,44,44,1994,5.17,2.51,6.38,2.86,4.43,2.58,3.66,5.55,4.5,0.94,4.15,5.08,Massachusetts
45,45,45,1995,3.75,2.74,2.49,2.31,2.69,2.45,3.12,2.12,3.13,8.4,5.81,2.48,Massachusetts
46,46,46,1996,6.6,3.06,2.95,6.83,4.02,2.96,6.46,2.48,7.5,7.69,3.1,6.96,Massachusetts
47,47,47,1997,3.41,2.08,4.37,5.15,3.43,1.35,3.23,4.63,1.75,2.08,6.47,3.17,Massachusetts
48,48,48,1998,5.81,4.48,5.09,3.67,4.96,9.21,2.88,2.82,2.34,4.99,2.33,1.58,Massachusetts
49,49,49,1999,6.4,3.59,4.89,1.12,3.91,1.44,2.92,2.9,9.03,4.58,2.98,2.28,Massachusetts
50,50,50,2000,3.52,3.37,4.42,5.87,3.94,6.2,5.37,3.63,3.57,2.47,3.53,4.3,Massachusetts
51,51,51,2001,2.2,2.78,8.75,1.75,3.06,5.89,3.29,3.36,3.54,1.1,1.22,3.04,Massachusetts
52,52,52,2002,2.63,2.25,4.24,3.77,5.43,4.59,1.98,2.85,4.19,4.16,5.88,5.26,Massachusetts
53,53,53,2003,2.83,4.05,4.42,4.09,4.17,5.52,2.67,5.75,5.34,5.7,3.03,5.72,Massachusetts
54,54,54,2004,1.52,1.77,2.47,7.32,3.8,2.21,3.94,5.6,7.42,2.19,3.78,4.48,Massachusetts
55,55,55,2005,5.02,2.74,4.97,4.86,4.62,2.46,3.38,3.21,2.74,14.03,5.08,3.9,Massachusetts
56,56,56,2006,5.61,2.41,0.66,2.95,8.37,9.49,3.41,4.34,2.84,5.75,5.54,2.33,Massachusetts
57,57,57,2007,3.35,2.15,5.16,7.6,3.29,3.07,4.59,1.43,2.54,3.61,3.63,5.07,Massachusetts
58,58,58,2008,2.57,8.5,5.52,3.91,2.21,4.46,6.81,3.76,8.24,2.84,3.81,7.07,Massachusetts
59,59,59,2009,3.8,1.79,3.02,4.16,3.83,5.6,8.58,4.72,2.11,5.98,3.25,4.87,Massachusetts
60,60,60,2010,3.35,4.45,10.53,1.6,2.74,3.35,2.95,3.86,2.43,6.49,3.82,4.06,Massachusetts
61,61,61,2011,3.55,4.18,3.89,5.36,3.67,5.45,2.51,9.49,7.26,7.26,3.76,4.45,Massachusetts
62,62,62,2012,3.22,1.08,1.66,2.9,4.79,4.07,2.67,4.8,5.34,4.66,1.14,5.45,Massachusetts
63,63,63,2013,1.92,4.25,3.11,2.21,5.14,9.59,3.86,3.62,3.45,1.48,3.69,4.07,Massachusetts
64,64,64,2014,3.43,4.18,4.51,3.87,3.75,2.81,6.52,3.07,1.43,6.21,4.71,5.61,Massachusetts
65,65,65,2015,4.03,2.99,2.84,2.55,0.96,6.57,3.15,2.95,4.19,3.86,2.48,4.82,Massachusetts
66,66,66,2016,2.48,4.69,3.04,2.94,2.98,1.77,2.27,3.18,2.36,4.91,2.58,3.63,Massachusetts
67,67,67,2017,4.03,2.68,3.21,5.51,5.78,4.45,3.47,2.89,3.42,6.94,1.82,2.62,Massachusetts
68,68,68,2018,4.5,4.88,4.45,4.99,2.05,4.05,4.65,6.24,7.6,4.92,8.77,3.93,Massachusetts
69,69,69,2019,5.3,3.21,2.51,6.76,3.7,4.35,4.56,3.83,1.89,6.28,3.32,7.03,Massachusetts
70,70,70,2020,1.83,3.31,3.72,5.36,2.5,2.53,2.93,2.7,2.18,5.17,3.8,6.37,Massachusetts
71,71,71,2021,2.27,3.21,2.19,4.34,5.14,2.49,10.41,5.17,7.41,6.76,2.29,3.07,Massachusetts
