,Unnamed: 0,Unnamed: 0.1,date,January,February,March,April,May,June,July,August,September,October,November,December,State
41,41,41,1991,2.83,1.27,5.14,3.69,3.7,2.35,2.25,8.17,4.63,4.38,3.27,2.56,Maine
42,42,42,1992,4.02,2.97,3.57,2.15,1.07,4.58,4.31,3.65,2.71,3.49,3.22,1.76,Maine
43,43,43,1993,2.28,3.21,3.2,5.48,2.32,4.27,2.6,2.5,4.38,4.3,4.04,5.03,Maine
44,44,44,1994,4.63,1.41,4.13,4.08,4.3,3.89,3.73,2.63,4.41,1.52,4.21,2.74,Maine
45,45,45,1995,4.44,2.6,2.57,2.24,3.92,2.36,3.94,1.77,2.55,6.7,6.47,3.16,Maine
46,46,46,1996,4.79,3.73,2.22,4.94,4.9,4.34,7.57,1.66,5.08,4.12,2.05,5.99,Maine
47,47,47,1997,4.14,2.61,3.29,2.82,4.15,3.28,3.44,4.52,3.09,1.43,3.97,2.77,Maine
48,48,48,1998,5.39,3.57,4.0,3.09,3.13,6.81,3.94,2.78,2.86,5.04,2.69,1.94,Maine
49,49,49,1999,5.43,2.22,5.41,0.87,2.85,3.37,3.17,3.07,9.04,4.43,3.49,3.0,Maine
50,50,50,2000,3.62,3.11,3.6,5.74,4.62,2.65,4.17,2.61,2.27,3.37,2.99,4.4,Maine
51,51,51,2001,1.33,2.69,3.71,1.0,2.06,3.76,3.76,1.53,3.7,1.96,2.23,2.1,Maine
52,52,52,2002,2.66,3.25,3.52,4.42,3.4,4.17,3.96,0.98,4.25,3.06,4.21,3.1,Maine
53,53,53,2003,1.31,2.66,3.51,1.92,3.49,3.27,3.47,3.53,4.2,7.93,4.4,6.33,Maine
54,54,54,2004,0.97,1.44,1.61,3.41,3.79,2.77,4.68,6.38,2.74,2.46,4.19,4.36,Maine
55,55,55,2005,2.34,2.53,4.27,7.3,5.87,3.44,3.89,4.44,4.68,11.26,6.27,5.3,Maine
56,56,56,2006,4.28,2.51,1.2,2.35,5.9,7.39,5.46,3.84,2.96,7.85,4.97,2.94,Maine
57,57,57,2007,2.61,2.06,4.14,6.48,3.2,3.05,3.56,4.14,2.38,4.85,6.9,4.26,Maine
58,58,58,2008,2.91,5.36,4.62,4.24,1.65,6.16,4.91,5.41,6.01,4.09,5.34,5.32,Maine
59,59,59,2009,2.57,2.65,2.45,3.97,4.07,6.7,6.71,3.98,1.75,5.53,4.77,4.31,Maine
60,60,60,2010,3.07,2.67,5.11,2.82,2.09,5.54,2.87,2.33,5.37,5.93,5.2,6.31,Maine
61,61,61,2011,1.89,2.95,4.93,4.75,5.49,4.06,3.69,7.44,3.89,4.97,2.49,3.49,Maine
62,62,62,2012,3.1,1.76,1.94,4.14,4.68,7.58,1.89,4.29,4.91,6.69,1.29,5.11,Maine
63,63,63,2013,1.42,3.06,2.45,1.98,5.67,6.55,4.89,4.6,5.42,1.7,4.11,3.76,Maine
64,64,64,2014,3.41,2.85,3.8,3.44,3.99,4.58,6.65,3.34,1.61,6.2,3.5,6.08,Maine
65,65,65,2015,3.17,1.74,1.78,3.08,2.8,5.79,3.61,3.9,4.82,4.73,2.43,5.31,Maine
66,66,66,2016,2.5,4.74,3.74,2.53,2.56,3.41,3.78,4.15,1.58,3.98,3.82,4.57,Maine
67,67,67,2017,3.83,3.11,2.69,4.11,5.67,3.73,2.84,2.45,3.08,7.17,2.77,3.87,Maine
68,68,68,2018,4.78,3.02,2.95,4.65,1.92,3.69,4.06,3.78,3.15,4.48,6.18,3.79,Maine
69,69,69,2019,5.25,2.87,2.19,5.37,4.49,4.69,3.31,4.8,3.46,5.73,4.08,3.75,Maine
70,70,70,2020,3.06,2.85,2.7,4.17,2.62,2.29,3.85,2.81,1.0,6.12,3.83,5.33,Maine
71,71,71,2021,1.85,2.87,1.91,3.32,2.59,2.08,5.54,2.56,6.47,3.78,3.29,3.16,Maine
