,Unnamed: 0,Unnamed: 0.1,date,January,February,March,April,May,June,July,August,September,October,November,December,State
17,17,17,1967,1.91,1.27,2.54,4.46,3.98,4.1,4.65,2.59,2.83,5.07,2.31,4.84,Illinois
18,18,18,1968,1.56,1.17,2.07,3.24,4.92,4.15,3.42,2.98,3.78,1.1,4.29,3.02,Illinois
19,19,19,1969,3.82,1.08,1.85,4.26,2.87,5.9,6.31,1.9,3.7,5.7,1.51,1.81,Illinois
20,20,20,1970,0.63,0.96,2.47,5.9,5.35,5.77,3.1,3.61,7.63,3.35,1.56,1.43,Illinois
21,21,21,1971,1.35,2.94,1.5,1.29,3.47,2.99,4.94,1.71,3.25,1.65,1.61,5.51,Illinois
22,22,22,1972,1.03,1.18,2.85,5.53,2.5,3.87,3.87,5.32,5.09,2.58,4.31,3.41,Illinois
23,23,23,1973,1.8,1.13,6.3,5.8,4.92,6.08,4.45,2.06,3.92,3.84,3.32,3.99,Illinois
24,24,24,1974,3.35,2.22,3.45,3.93,7.01,5.75,1.69,4.26,2.71,1.76,3.38,2.15,Illinois
25,25,25,1975,3.5,3.0,3.39,4.28,4.09,4.01,3.33,5.07,2.73,1.84,3.0,2.51,Illinois
26,26,26,1976,1.02,2.09,4.57,2.66,3.57,2.91,3.37,1.88,2.24,3.18,0.61,0.44,Illinois
27,27,27,1977,1.13,1.42,5.58,2.0,3.23,3.69,3.78,6.86,4.82,4.04,2.6,2.65,Illinois
28,28,28,1978,1.22,0.67,3.01,3.67,4.86,3.08,4.68,3.23,2.85,1.9,3.38,3.17,Illinois
29,29,29,1979,2.97,1.79,4.62,5.84,2.34,2.81,5.66,4.87,0.46,1.86,3.28,2.13,Illinois
30,30,30,1980,0.91,1.29,3.36,2.43,2.92,4.48,3.06,5.3,4.75,2.18,1.23,1.74,Illinois
31,31,31,1981,0.31,2.26,1.13,5.04,6.2,5.48,6.46,5.68,2.75,2.57,2.05,1.76,Illinois
32,32,32,1982,4.19,1.26,3.67,3.19,4.5,3.82,5.86,3.33,2.72,2.7,4.17,7.17,Illinois
33,33,33,1983,0.65,1.14,3.2,6.16,5.51,3.91,2.02,2.37,2.57,4.8,5.5,3.46,Illinois
34,34,34,1984,0.73,2.2,3.98,4.96,4.92,2.49,3.08,1.67,4.43,4.87,4.3,3.68,Illinois
35,35,35,1985,1.61,3.4,5.25,2.19,3.3,4.5,3.24,5.12,1.7,3.96,9.05,2.31,Illinois
36,36,36,1986,0.24,2.66,1.53,1.88,4.62,3.98,5.73,2.21,6.25,4.89,1.81,1.65,Illinois
37,37,37,1987,1.43,0.8,2.08,2.52,2.6,3.33,4.37,5.34,2.11,1.3,3.7,5.11,Illinois
38,38,38,1988,2.04,1.94,3.32,1.84,1.7,0.99,2.56,2.55,2.36,2.58,5.12,2.33,Illinois
39,39,39,1989,1.58,2.01,3.06,3.19,3.46,3.06,3.69,3.84,4.77,1.53,1.35,0.85,Illinois
40,40,40,1990,2.05,4.02,3.35,2.85,7.91,6.44,4.11,3.81,1.84,4.18,4.08,5.3,Illinois
41,41,41,1991,1.6,0.96,3.98,3.38,4.99,1.62,2.06,2.7,3.13,5.96,3.65,2.09,Illinois
42,42,42,1992,1.18,1.46,2.54,2.93,1.28,1.72,7.61,1.9,4.69,1.31,6.51,2.68,Illinois
43,43,43,1993,3.67,1.78,3.05,5.13,3.29,6.85,6.61,5.05,7.54,2.46,4.22,1.53,Illinois
44,44,44,1994,1.87,1.7,1.31,6.14,2.15,4.16,2.73,3.58,2.38,2.03,5.54,1.92,Illinois
45,45,45,1995,3.17,1.0,2.46,4.47,8.89,3.53,2.97,4.18,1.28,3.02,2.53,1.41,Illinois
46,46,46,1996,2.32,0.8,2.09,5.03,7.74,4.24,4.35,2.02,2.94,2.4,3.19,1.7,Illinois
47,47,47,1997,2.49,3.9,3.0,2.26,4.03,3.76,2.21,4.76,2.38,1.94,2.46,1.91,Illinois
48,48,48,1998,2.74,2.53,4.58,4.93,4.78,7.64,3.47,3.3,2.28,4.23,2.45,1.56,Illinois
49,49,49,1999,4.21,2.42,1.72,5.53,3.68,5.28,2.93,2.79,2.18,1.69,0.53,2.75,Illinois
50,50,50,2000,1.53,2.53,2.03,2.99,4.4,7.34,4.36,3.56,3.81,2.1,3.18,1.94,Illinois
51,51,51,2001,1.72,3.19,1.22,2.84,4.35,3.81,3.78,4.07,3.37,6.08,2.62,2.6,Illinois
52,52,52,2002,2.22,1.83,3.36,5.11,7.34,4.02,2.6,4.19,2.11,3.07,1.04,2.17,Illinois
53,53,53,2003,0.65,1.83,1.98,3.18,5.5,3.79,5.0,2.55,4.25,1.98,4.51,2.56,Illinois
54,54,54,2004,1.98,0.76,4.14,1.8,6.83,3.17,4.13,5.08,0.68,4.84,4.76,1.8,Illinois
55,55,55,2005,5.34,1.88,1.56,2.57,1.74,1.87,3.23,3.68,3.63,1.26,3.51,1.16,Illinois
56,56,56,2006,2.74,0.88,4.58,3.79,3.58,2.98,4.09,4.05,3.43,3.8,3.32,3.4,Illinois
57,57,57,2007,2.93,2.31,3.21,3.52,2.24,4.13,3.31,4.36,1.59,3.5,1.72,3.87,Illinois
58,58,58,2008,2.43,4.4,4.53,4.34,5.36,5.49,5.91,1.93,7.62,2.42,1.49,4.25,Illinois
59,59,59,2009,1.01,2.43,4.05,6.16,5.65,5.12,4.59,4.72,2.28,8.49,2.48,3.98,Illinois
60,60,60,2010,1.44,1.53,2.74,3.36,5.4,7.71,5.35,3.18,3.73,1.32,3.15,1.77,Illinois
61,61,61,2011,1.19,3.24,2.72,7.62,5.28,6.69,3.61,1.87,3.56,1.8,5.17,3.35,Illinois
62,62,62,2012,1.89,1.48,2.08,3.13,2.47,1.73,1.4,3.5,5.04,3.93,1.21,2.25,Illinois
63,63,63,2013,3.81,2.65,2.61,6.93,6.57,5.33,3.16,1.44,1.69,3.33,2.49,2.48,Illinois
64,64,64,2014,1.72,2.22,1.46,5.15,3.29,6.77,3.29,5.19,4.11,4.33,1.86,1.9,Illinois
65,65,65,2015,1.5,1.43,2.35,3.41,5.39,9.44,5.21,3.02,3.42,1.44,5.52,6.67,Illinois
66,66,66,2016,0.86,1.31,3.35,3.3,4.34,3.13,6.9,6.77,3.42,2.38,2.59,1.4,Illinois
67,67,67,2017,2.13,0.73,3.56,6.88,5.17,3.19,4.81,2.4,0.83,5.0,2.26,0.84,Illinois
68,68,68,2018,1.3,4.88,3.91,2.42,3.8,6.29,3.44,4.91,4.9,3.68,3.01,3.25,Illinois
69,69,69,2019,3.31,3.21,4.06,4.58,8.16,5.16,3.05,4.05,5.0,5.0,2.4,1.88,Illinois
70,70,70,2020,4.36,2.01,3.95,4.32,5.28,3.61,5.61,1.91,3.26,2.97,2.95,1.71,Illinois
71,71,71,2021,2.47,1.67,3.99,3.04,4.3,5.18,4.98,3.75,2.3,6.02,0.87,2.53,Illinois
