,Unnamed: 0,Unnamed: 0.1,date,January,February,March,April,May,June,July,August,September,October,November,December,State
16,16,16,1966,6.28,6.89,4.98,3.01,7.24,3.75,4.83,4.76,3.9,3.94,2.56,3.73,Georgia
17,17,17,1967,5.37,4.06,1.9,1.98,4.63,5.44,7.18,6.58,1.87,1.81,3.37,5.13,Georgia
18,18,18,1968,3.33,1.54,2.98,3.35,4.57,3.33,5.53,3.7,2.44,2.49,4.06,4.72,Georgia
19,19,19,1969,2.36,3.62,4.93,3.13,5.63,3.55,5.5,7.4,5.28,1.43,2.24,4.47,Georgia
20,20,20,1970,3.19,3.49,7.63,2.41,4.79,3.55,5.42,6.61,2.12,4.77,1.4,3.95,Georgia
21,21,21,1971,4.25,5.5,7.23,3.68,3.79,4.33,8.03,6.45,2.82,2.73,2.94,5.25,Georgia
22,22,22,1972,6.86,4.69,4.4,1.4,4.54,6.97,3.99,3.74,1.72,2.35,3.9,6.32,Georgia
23,23,23,1973,5.88,4.94,6.99,7.24,5.7,6.26,4.3,4.43,4.03,1.25,2.25,4.91,Georgia
24,24,24,1974,5.87,5.45,2.96,4.12,4.36,4.29,5.27,6.17,4.4,0.63,2.38,4.61,Georgia
25,25,25,1975,6.17,6.06,6.86,5.74,5.47,4.72,7.36,3.72,5.01,3.95,2.39,3.9,Georgia
26,26,26,1976,4.43,1.62,5.89,1.53,9.17,5.03,4.2,4.18,4.41,5.31,4.99,4.85,Georgia
27,27,27,1977,4.06,2.4,7.44,2.25,2.08,2.7,4.41,5.44,5.04,3.07,4.71,4.58,Georgia
28,28,28,1978,7.2,1.94,3.93,3.37,5.24,3.15,4.64,5.15,1.47,0.52,2.86,3.41,Georgia
29,29,29,1979,5.91,6.8,2.97,7.01,4.7,3.06,6.56,4.16,6.93,1.29,4.0,2.29,Georgia
30,30,30,1980,4.83,2.36,11.54,4.11,4.66,3.54,2.54,2.55,4.73,3.13,1.98,1.1,Georgia
31,31,31,1981,1.13,5.73,4.15,2.76,2.7,3.76,3.91,5.19,1.85,3.03,1.73,6.15,Georgia
32,32,32,1982,4.94,5.81,2.65,6.28,3.06,4.95,6.15,3.75,3.16,2.59,3.7,6.24,Georgia
33,33,33,1983,4.41,5.76,7.12,5.45,2.51,4.74,2.77,3.25,4.78,1.88,6.42,7.45,Georgia
34,34,34,1984,4.87,4.55,6.3,4.67,5.23,2.96,8.26,3.72,1.45,1.92,2.28,1.79,Georgia
35,35,35,1985,3.14,5.04,1.79,2.0,3.93,3.92,6.61,6.3,1.28,4.77,5.21,3.09,Georgia
36,36,36,1986,2.33,4.71,3.19,0.64,2.57,2.7,2.95,6.22,2.79,3.71,6.16,4.53,Georgia
37,37,37,1987,7.52,5.75,5.53,0.84,2.78,6.03,3.61,3.7,3.59,0.26,2.92,2.46,Georgia
38,38,38,1988,5.23,4.14,3.41,4.87,1.78,1.92,3.91,4.85,6.49,2.63,3.05,1.37,Georgia
39,39,39,1989,2.24,3.29,4.33,4.04,3.78,8.68,7.37,3.91,5.34,3.78,3.22,5.34,Georgia
40,40,40,1990,5.77,5.44,5.25,1.9,3.13,1.68,4.34,4.07,2.09,6.08,1.75,3.35,Georgia
41,41,41,1991,9.53,2.2,7.77,5.06,6.01,5.55,7.64,6.4,1.65,0.83,1.74,3.46,Georgia
42,42,42,1992,6.13,5.31,4.99,2.32,2.17,5.96,5.2,7.44,4.26,3.47,7.83,3.66,Georgia
43,43,43,1993,6.54,3.8,7.04,2.5,2.29,3.25,3.11,3.15,3.02,4.31,3.7,3.15,Georgia
44,44,44,1994,5.37,3.56,6.59,2.92,2.21,7.64,8.95,5.6,4.01,8.05,3.22,3.11,Georgia
45,45,45,1995,4.5,6.09,3.16,1.99,2.45,6.16,3.5,6.67,3.38,5.05,3.98,2.74,Georgia
46,46,46,1996,5.4,3.19,7.47,3.43,2.65,3.15,4.21,5.19,4.41,3.3,2.46,3.84,Georgia
47,47,47,1997,5.59,5.66,2.78,4.74,3.3,4.84,4.87,2.92,4.9,5.7,5.63,6.36,Georgia
48,48,48,1998,5.98,7.61,6.15,6.33,2.72,2.66,4.69,4.04,7.1,1.4,1.68,2.54,Georgia
49,49,49,1999,5.33,2.98,2.45,1.97,2.81,6.14,4.91,3.14,3.89,2.8,2.26,2.18,Georgia
50,50,50,2000,4.68,1.8,4.74,2.7,1.0,3.89,3.55,4.22,6.68,0.48,4.3,3.34,Georgia
51,51,51,2001,2.83,2.02,8.97,1.84,2.7,7.38,5.23,2.93,3.92,0.86,1.37,1.75,Georgia
52,52,52,2002,4.11,2.33,5.6,2.18,3.15,3.51,4.42,3.72,6.13,4.43,4.88,5.26,Georgia
53,53,53,2003,1.77,5.31,7.33,4.73,6.33,7.22,7.59,5.78,2.88,2.99,2.82,2.48,Georgia
54,54,54,2004,2.85,5.34,0.92,2.1,3.0,7.32,4.31,4.78,12.02,1.85,4.65,3.02,Georgia
55,55,55,2005,2.22,4.31,6.93,4.96,3.03,7.62,8.22,6.04,0.99,3.31,2.92,4.19,Georgia
56,56,56,2006,4.1,4.35,1.54,2.48,2.66,3.58,3.05,4.35,3.41,3.01,3.01,3.46,Georgia
57,57,57,2007,4.24,2.74,2.17,1.79,0.59,4.49,5.33,4.06,3.1,2.72,1.32,5.52,Georgia
58,58,58,2008,3.4,5.67,3.63,3.24,2.61,2.52,4.87,7.45,1.19,4.44,3.59,4.38,Georgia
59,59,59,2009,2.65,2.29,6.62,6.73,6.39,2.81,3.62,5.65,5.95,5.75,3.94,9.08,Georgia
60,60,60,2010,6.05,3.57,3.68,2.36,5.15,4.27,3.71,5.15,3.27,1.48,2.08,2.27,Georgia
61,61,61,2011,3.33,3.7,5.97,2.84,1.15,3.63,4.54,2.44,3.86,2.59,2.83,3.23,Georgia
62,62,62,2012,3.04,2.92,4.24,1.59,3.99,4.73,4.44,6.25,2.91,1.91,1.07,4.93,Georgia
63,63,63,2013,3.32,9.62,3.99,5.09,3.78,7.56,9.6,7.6,2.37,0.94,3.23,6.39,Georgia
64,64,64,2014,3.33,4.06,4.41,7.35,3.87,3.64,3.96,3.37,4.97,2.78,4.36,5.31,Georgia
65,65,65,2015,3.64,4.49,2.81,6.2,2.17,4.25,4.65,5.78,3.75,3.23,6.28,8.49,Georgia
66,66,66,2016,3.78,4.87,3.03,4.16,2.78,4.02,2.75,4.0,3.49,1.39,0.95,5.68,Georgia
67,67,67,2017,7.72,2.09,2.11,3.74,5.6,6.36,4.86,4.58,5.01,3.54,1.0,3.19,Georgia
68,68,68,2018,2.82,4.29,3.55,4.16,6.67,5.06,6.26,5.54,2.75,3.83,6.24,9.63,Georgia
69,69,69,2019,4.94,3.26,2.95,3.93,2.3,5.95,3.93,4.53,0.89,5.49,3.18,6.54,Georgia
70,70,70,2020,4.94,8.81,5.31,7.59,3.18,3.75,3.95,6.91,6.48,3.45,2.99,3.1,Georgia
71,71,71,2021,4.6,5.67,4.89,3.65,2.83,6.17,7.29,6.82,5.31,4.41,1.11,4.21,Georgia
