,Unnamed: 0,date,January,February,March,April,May,June,July,August,September,October,November,December,State
49,49,1999,7.19,2.88,4.95,2.71,3.01,1.69,1.27,5.37,9.5,3.34,2.38,2.97,New_Jersey
50,50,2000,3.1,2.16,4.61,3.33,3.82,4.38,5.76,5.33,5.23,0.77,3.15,3.61,New_Jersey
51,51,2001,3.03,2.62,5.95,1.83,3.17,5.24,3.1,3.53,2.93,0.93,1.0,2.22,New_Jersey
52,52,2002,2.21,0.75,4.21,3.83,4.26,4.94,1.66,3.73,3.95,6.74,5.1,4.53,New_Jersey
53,53,2003,2.54,4.69,4.07,2.86,3.77,8.43,3.87,4.92,6.26,4.99,4.32,5.76,New_Jersey
54,54,2004,1.98,2.52,3.3,5.32,3.75,3.05,7.52,4.82,6.06,2.28,4.62,3.48,New_Jersey
55,55,2005,4.35,2.42,4.01,4.48,2.56,3.53,4.64,2.12,1.19,11.99,3.91,3.61,New_Jersey
56,56,2006,5.17,1.76,0.82,3.64,3.03,7.88,5.18,3.76,5.85,6.28,5.88,2.16,New_Jersey
57,57,2007,3.6,1.97,4.11,8.45,1.58,4.05,4.47,4.49,0.99,5.5,2.34,5.38,New_Jersey
58,58,2008,2.06,5.24,4.09,2.67,4.57,3.09,3.92,2.34,6.16,2.84,3.8,6.44,New_Jersey
59,59,2009,2.93,0.66,2.01,4.4,4.43,6.79,5.0,7.39,3.99,5.67,2.19,7.71,New_Jersey
60,60,2010,2.64,4.62,8.66,2.51,3.35,2.24,4.07,2.51,3.18,5.38,2.17,3.27,New_Jersey
61,61,2011,3.33,3.07,5.55,5.67,3.77,3.43,4.11,15.67,7.12,4.19,3.83,4.21,New_Jersey
62,62,2012,2.78,1.33,1.65,2.87,4.27,4.3,3.43,4.62,4.45,5.43,1.3,5.56,New_Jersey
63,63,2013,3.0,2.89,2.89,2.6,3.82,9.49,5.27,4.67,2.11,2.01,2.89,4.74,New_Jersey
64,64,2014,3.12,4.96,3.97,4.42,4.72,3.32,5.23,4.08,2.5,3.64,4.34,4.65,New_Jersey
65,65,2015,4.43,2.18,4.55,2.67,1.21,8.12,3.68,2.26,3.6,4.02,2.3,4.84,New_Jersey
66,66,2016,3.19,4.08,1.87,2.26,4.79,2.4,6.97,2.08,3.45,2.8,2.43,3.27,New_Jersey
67,67,2017,3.71,1.64,4.06,3.82,6.51,3.32,6.29,5.17,2.27,4.97,1.7,1.46,New_Jersey
68,68,2018,2.72,6.08,4.64,4.17,5.8,3.3,5.91,5.56,7.57,4.46,8.65,5.9,New_Jersey
69,69,2019,4.49,3.26,3.84,3.97,6.75,5.15,6.14,3.73,1.25,5.71,1.94,5.32,New_Jersey
70,70,2020,2.29,2.79,3.61,3.98,2.47,3.05,6.69,6.09,4.41,5.03,4.09,5.35,New_Jersey
71,71,2021,1.86,4.73,3.84,2.35,3.84,3.37,7.62,6.59,6.45,5.07,1.01,1.26,New_Jersey
