date,January,February,March,April,May,June,July,August,September,October,November,December
1984,4.05,4.03,4.96,5.42,5.88,2.31,5.76,5.61,0.62,5.22,3.90,2.77
1985,3.90,6.43,2.49,2.93,4.11,3.87,7.17,4.79,3.15,6.00,2.91,3.56
1986,2.13,3.76,4.48,0.72,4.97,2.68,3.89,4.42,3.83,4.30,8.86,3.73
1987,6.09,7.27,4.97,0.92,4.44,5.89,3.29,3.71,2.94,0.59,4.04,3.98
1988,5.38,3.91,4.06,3.99,1.73,1.23,6.66,3.42,9.15,3.19,5.41,2.97
1989,4.49,4.31,6.51,4.43,4.54,10.94,7.76,2.44,4.80,3.03,6.06,5.89
1990,8.44,8.57,8.96,3.39,4.95,2.93,3.75,1.92,1.90,2.66,2.94,6.46
1991,7.33,5.22,7.05,6.85,9.57,4.95,4.46,3.93,3.27,0.91,4.37,5.34
1992,6.12,5.99,4.03,2.91,1.95,5.44,6.07,5.87,3.61,2.59,9.48,5.73
1993,6.21,3.72,6.59,3.26,3.80,3.39,2.88,4.72,3.83,3.71,3.88,4.29
1994,5.31,5.08,7.25,4.40,3.20,7.00,9.43,2.91,3.61,4.97,3.50,3.67
1995,4.83,5.65,5.42,5.07,3.32,3.36,3.87,4.79,3.09,9.30,5.80,5.07
1996,7.40,4.07,8.45,4.65,2.56,3.38,6.63,4.70,5.71,2.38,3.46,4.94
1997,6.47,6.16,3.87,6.03,5.39,7.91,5.33,2.88,3.30,5.10,5.70,4.82
1998,8.14,7.29,6.20,5.39,2.28,3.22,6.07,3.44,8.29,1.37,3.30,4.27
1999,7.94,2.55,5.65,2.57,4.11,8.31,4.63,2.02,1.91,3.39,2.61,3.32
2000,4.69,1.99,5.05,4.83,1.32,3.71,2.26,2.36,3.49,0.80,7.70,4.29
2001,4.69,4.11,10.11,3.88,4.03,7.15,3.95,5.48,4.80,3.27,3.43,4.14
2002,5.11,2.99,5.79,2.19,4.09,3.77,5.38,3.24,7.57,5.58,4.88,6.54
2003,2.33,6.76,4.67,6.41,8.49,8.17,7.74,5.70,3.70,1.61,4.67,3.47
2004,3.27,7.06,2.28,3.37,4.00,7.53,4.43,4.48,6.63,3.87,8.12,4.84
2005,2.86,4.96,5.85,7.60,2.80,6.37,9.19,6.01,3.29,0.61,3.59,3.95
2006,5.23,5.05,2.97,3.07,4.41,2.01,3.33,3.91,3.53,5.13,4.84,4.06
2007,4.34,2.64,1.56,3.91,0.73,2.78,5.20,2.67,3.11,3.92,2.75,4.25
2008,4.09,5.79,4.01,4.53,4.43,2.69,4.04,8.89,1.65,3.02,3.15,6.78
2009,4.42,3.85,8.98,4.45,8.51,2.71,5.59,5.49,7.57,7.18,4.39,10.63
2010,6.21,4.22,5.07,2.82,6.15,3.26,3.50,4.83,1.61,2.59,4.73,2.20
2011,4.03,3.49,8.18,5.08,1.64,3.55,5.52,2.05,7.21,0.79,4.13,5.04
2012,5.44,4.49,5.35,1.89,4.16,4.00,5.75,6.07,5.35,2.91,1.36,6.61
2013,6.27,8.86,3.83,5.71,4.00,5.81,8.70,5.50,3.20,1.47,3.42,7.93
2014,2.70,5.75,5.57,9.67,4.27,5.23,3.36,3.25,2.51,4.38,2.98,6.36
2015,4.34,4.05,4.28,7.14,4.32,3.27,4.71,4.94,2.71,2.93,6.80,11.87
2016,4.06,5.85,5.42,5.68,2.14,3.81,4.27,4.58,1.72,0.13,2.30,5.05
2017,9.17,3.70,4.17,4.09,7.01,10.70,5.06,6.07,3.25,6.03,1.05,3.89
2018,2.32,7.27,4.14,5.94,5.52,4.58,4.46,5.03,6.21,2.69,6.29,9.95
2019,6.01,6.21,3.40,6.24,3.59,4.47,4.02,4.99,0.41,7.12,3.24,6.60
2020,7.44,10.37,6.18,7.10,3.64,5.16,5.30,5.78,6.00,5.11,2.75,3.84
2021,3.72,4.23,8.08,5.55,4.67,8.73,7.53,7.40,4.81,4.60,1.19,4.69
